m(C1),m(N1),dm,ISR,Flavor,Channel,NTrees,NodeSize,Depth,xSec,nSig,nBkg,BDTopt,nSig(BDTopt),nBkg(BDTopt),sigma(BDTopt),nSig(0),nBkg(0),sigma(0),nSig(0.1),nBkg(0.1),sigma(0.1),nSig(0.2),nBkg(0.2),sigma(0.2),nSig(0.3),nBkg(0.3),sigma(0.3)
800,750,50,yes,em,11,200,10,2,0.003902,1,769509,0.19,0.29,16598.38,0.002,0.78,160570.35,0.002,0.53,56999.14,0.002,0.27,14627.49,0.002,0.07,2118.89,0.001
800,750,50,no,comb,3,200,10,2,0.003902,1,1426657,0.31,0.24,9761.16,0.002,0.82,231841.96,0.002,0.66,103222.94,0.002,0.44,39489.96,0.002,0.25,11376.02,0.002
800,750,50,no,comb,3,200,10,3,0.003902,1,1426657,0.23,0.37,23244.98,0.002,0.83,226953,0.002,0.66,95355.3,0.002,0.43,32821.9,0.002,0.23,10347.41,0.002
800,750,50,yes,em,11,400,10,2,0.003902,1,769509,0.16,0.25,10322.73,0.002,0.76,147244.99,0.002,0.42,37312.95,0.002,0.13,3758.53,0.002,0.02,330.65,0.001
800,750,50,no,comb,3,400,10,2,0.003902,1,1426657,0.22,0.28,13976.32,0.002,0.83,223856.6,0.002,0.61,77768.29,0.002,0.32,19830.92,0.002,0.15,4695.02,0.002
800,750,50,yes,em,11,600,10,2,0.003902,1,769509,0.28,0.01,23.51,0.002,0.75,143713.16,0.002,0.38,28209.34,0.002,0.07,1440.05,0.002,0.01,17.78,0.002
800,750,50,no,comb,3,600,10,2,0.003902,1,1426657,0.19,0.29,14310.54,0.002,0.82,223655.25,0.002,0.57,61791.23,0.002,0.25,11701.32,0.002,0.06,1423.59,0.002
900,850,50,yes,comb,13,200,5,2,0.002023,1,2138798,0.52,0,0,0.037,0.82,315851.9,0.001,0.62,127431.23,0.002,0.39,43159.37,0.002,0.16,9348.5,0.002
900,850,50,yes,comb,13,400,5,2,0.002023,1,2138798,0.44,0,0,0.027,0.81,313867.86,0.001,0.55,95676.42,0.002,0.26,19747.4,0.002,0.04,1439.61,0.001
900,850,50,yes,comb,13,100,7,2,0.002023,1,2138798,0.67,0,0,0.025,0.83,335386.88,0.001,0.67,171311.53,0.002,0.49,76714.35,0.002,0.28,28193.43,0.002
900,850,50,yes,comb,13,100,10,2,0.002023,1,2138798,0.2,0.48,85792.19,0.002,0.82,360907.51,0.001,0.67,188818.46,0.002,0.48,86585.91,0.002,0.27,31747.47,0.002
900,850,50,yes,comb,13,100,5,2,0.002023,1,2138798,0.23,0.45,57444.91,0.002,0.81,315199.99,0.001,0.66,159832.3,0.002,0.49,73350.73,0.002,0.31,30071.35,0.002
900,850,50,yes,comb,13,100,5,3,0.002023,1,2138798,0.25,0.42,40515.94,0.002,0.82,311972.13,0.001,0.68,158043.57,0.002,0.51,70779.59,0.002,0.31,25601.59,0.002
900,850,50,yes,comb,13,100,5,4,0.002023,1,2138798,0.3,0.29,19941.42,0.002,0.81,291604.04,0.002,0.67,150564.05,0.002,0.49,66941.42,0.002,0.29,21748.09,0.002
900,850,50,yes,comb,13,200,10,2,0.002023,1,2138798,0.15,0.51,91071.88,0.002,0.82,345730.42,0.001,0.61,151193.94,0.002,0.37,51618.24,0.002,0.14,10064.06,0.001
900,850,50,yes,comb,13,200,7,2,0.002023,1,2138798,0.15,0.5,75270,0.002,0.83,328562.43,0.001,0.61,136493.79,0.002,0.37,41396.33,0.002,0.14,7755.26,0.002
900,850,50,yes,comb,13,400,10,2,0.002023,1,2138798,0.16,0.37,46703.82,0.002,0.82,336462.78,0.001,0.54,109687.73,0.002,0.23,20975.17,0.002,0.03,1051.55,0.001
900,850,50,yes,comb,13,400,7,2,0.002023,1,2138798,0.12,0.48,68208.14,0.002,0.83,319182.82,0.001,0.54,94387.51,0.002,0.23,17962.32,0.002,0.03,1358.43,0.001
900,850,50,yes,comb,13,600,10,2,0.002023,1,2138798,0.13,0.39,50115.27,0.002,0.81,329837.61,0.001,0.5,85460.54,0.002,0.15,9500.11,0.002,0.01,169.93,0.001
900,850,50,yes,comb,13,600,5,2,0.002023,1,2138798,0.14,0.39,39696.2,0.002,0.81,309360.14,0.001,0.51,77302.24,0.002,0.18,11329.76,0.002,0.01,383.51,0
900,850,50,yes,comb,13,600,7,2,0.002023,1,2138798,0.11,0.44,57124.49,0.002,0.82,313622.85,0.001,0.49,73064.05,0.002,0.14,7679.33,0.002,0.01,143.5,0.001
200,100,100,no,comb,103,200,10,2,1.855,1140,123399,0.29,387.84,227.19,15.639,994.11,11933.32,8.743,832.01,4891.39,10.998,613.7,1627.2,12.964,365.4,206.11,15.285
200,100,100,no,ll,104,400,7,2,1.855,604,53079,0.17,338.63,196.57,14.638,551.1,3434.17,8.73,424.91,960.84,11.415,270.05,111.41,13.827,121.57,18.29,10.28
200,100,100,no,ll,104,600,7,2,1.855,604,53079,0.14,327.11,176.64,14.574,540.7,3272.15,8.756,404.58,637.34,12.534,215.59,46.48,13.318,64.96,2.69,7.898
200,100,100,no,comb,103,100,10,3,1.855,1140,123399,0.3,479.83,627.86,14.417,1011.99,11673.89,8.985,871.74,5967.03,10.541,688.46,2527.84,12.14,479.83,634.86,14.372
200,100,100,no,ll,104,400,5,2,1.855,604,53079,0.2,289.61,118.08,14.343,545.11,3453.99,8.62,423.76,894.02,11.674,283.57,115.46,14.196,131.65,15.07,10.869
200,100,100,no,ll,104,600,5,2,1.855,604,53079,0.15,311.37,162.46,14.304,542.82,3360.06,8.689,397.17,565.41,12.801,221.39,60.95,13.176,66.77,2.63,8.015
200,100,100,no,ll,104,100,5,2,1.855,604,53079,0.33,299.11,143.54,14.217,550.76,3873.1,8.281,487.75,1886.94,10.009,413.72,924.64,11.309,332.02,308.31,13.121
200,100,100,no,ll,104,100,7,3,1.855,604,53079,0.34,258.38,76.8,14.113,539.62,3401.98,8.595,486.87,1753.09,10.287,403.6,702.45,12.136,290.04,187.66,13.27
200,100,100,no,ll,104,200,10,2,1.855,604,53079,0.25,314.38,196.57,13.908,543.47,3756.29,8.288,465.31,1647.26,10.124,362.09,490.38,12.401,243.67,105.72,13.036
200,100,100,no,ll,104,100,7,4,1.855,604,53079,0.29,297.42,162.83,13.864,538.72,3183.45,8.83,486.02,1525.06,10.838,380.23,510.09,12.743,284.45,145.14,13.724
200,100,100,no,ll,104,200,10,3,1.855,604,53079,0.24,278.43,133.16,13.724,540.71,3115.09,8.943,456.33,1308.97,10.861,331.44,440.16,11.932,210.88,48.62,13.091
200,100,100,no,ll,104,600,10,2,1.855,604,53079,0.17,292.69,162.58,13.718,538.38,3517.24,8.454,409.09,889.52,11.352,241.75,89.11,13.291,85.16,10.23,8.72
200,100,100,no,ll,104,200,10,4,1.855,604,53079,0.25,256.05,96.29,13.641,540.64,3274.91,8.752,461.95,1248.54,11.17,322.54,271.27,13.236,200.56,58.35,12.464
200,100,100,no,ll,104,100,10,5,1.855,604,53079,0.35,254.92,94.71,13.633,546.42,3585.74,8.5,486.6,1771.2,10.241,397.82,876.21,11.145,297.29,206.88,13.24
200,100,100,no,ll,104,400,10,2,1.855,604,53079,0.21,274.51,133.27,13.594,541.93,3550.35,8.472,436.62,1107.21,11.112,280.74,168.59,13.244,139.69,34.36,10.588
200,100,100,no,ll,104,200,10,5,1.855,604,53079,0.24,265.49,118.2,13.554,538.01,3165.47,8.841,453,1270.54,10.912,324.81,343.91,12.56,206.11,58.51,12.671
200,100,100,no,ll,104,100,10,3,1.855,604,53079,0.36,245.99,83.62,13.549,543.7,3636.45,8.409,487.64,1843.31,10.1,396.05,768.61,11.605,305.31,206.01,13.502
200,100,100,no,ll,104,100,10,4,1.855,604,53079,0.34,255.4,109.89,13.363,553.08,3621.64,8.56,489.92,1860.73,10.105,395.83,880.21,11.081,287.23,303.1,11.822
200,100,100,yes,comb,113,100,7,5,1.855,1843,1322407,0.47,243.82,278.92,10.664,1529.05,161307.71,3.789,1315.67,77476.15,4.687,1032.75,29222.64,5.937,692.23,7378.91,7.705
200,100,100,yes,comb,113,200,7,3,1.855,1843,1322407,0.38,257.74,373.61,10.258,1544.06,161829.56,3.82,1224.81,57422.92,5.058,837.3,12660.33,7.207,480.51,2169.68,9.334
200,100,100,yes,comb,113,100,7,3,1.855,1843,1322407,0.48,292,526.14,10.209,1547.76,166238.5,3.779,1312.36,80505.68,4.588,1047.31,28752.49,6.067,732.33,7840.26,7.91
200,100,100,no,em,101,200,7,2,1.855,536,70313,0.31,141.3,50.61,10.2,453.8,7582.99,5.062,370.48,2685.77,6.701,269.85,708.1,8.629,152.05,167.57,8.505
200,100,100,no,em,101,200,10,4,1.855,536,70313,0.19,273.95,452.5,10.164,448,7088.09,5.161,357.31,2694.9,6.467,256.78,391.82,10.083,124.33,93.61,8.422
200,100,100,no,em,101,200,5,2,1.855,536,70313,0.32,136.17,43.81,10.15,456.6,6939.84,5.309,371.77,2746.61,6.657,276.55,864.97,8.185,155.71,104.54,9.652
200,100,100,no,em,101,200,10,5,1.855,536,70313,0.21,244.57,336.8,10.143,454.28,7678.14,5.038,369.83,2751.09,6.62,251.62,429.83,9.639,121.42,113.17,7.928
200,100,100,no,mm,102,200,10,2,1.855,351,15896,0.19,172.84,118.04,10.134,281.33,2165.21,5.688,222.54,860.73,6.761,161.84,104.69,9.913,100.25,52.41,8.114
200,100,100,no,em,101,100,5,3,1.855,536,70313,0.35,186.4,153.96,10.104,458.46,7667.6,5.086,392,3442.61,6.33,328.55,1444.73,7.802,243.08,593.51,8.404
200,100,100,no,em,101,200,10,2,1.855,536,70313,0.23,219.94,255.86,10.083,460.22,7899.32,5.034,372.73,2707.35,6.716,253.45,508.28,9.183,121.64,133.99,7.608
200,100,100,no,mm,102,200,5,2,1.855,351,15896,0.21,161.63,96.29,10.064,272.96,1943.21,5.798,218.86,454.77,8.433,164.54,121.29,9.732,116.23,66.91,8.589
200,100,100,no,em,101,100,10,3,1.855,536,70313,0.28,245.97,367.65,9.93,452.1,8024.69,4.91,394.49,3982.49,5.963,315.92,1329.76,7.788,231.52,336.67,9.713
200,100,100,no,em,101,100,10,2,1.855,536,70313,0.28,246.78,371.4,9.926,460.5,8085.48,4.981,401.56,3681.88,6.284,322.23,1357.12,7.863,221.32,327.11,9.451
200,100,100,no,em,101,200,10,3,1.855,536,70313,0.24,209.25,236.52,9.911,451.33,7197.75,5.161,361.91,2720.7,6.518,265.09,525.91,9.425,122.74,120.11,7.876
200,100,100,no,em,101,100,10,5,1.855,536,70313,0.27,253.91,406.27,9.882,454.42,8094.09,4.915,400.79,3967.93,6.064,313.06,1186.16,8.085,221.64,298.25,9.721
200,100,100,no,mm,102,100,10,2,1.855,351,15896,0.28,148.02,76.4,9.881,288.59,2363.16,5.604,239.06,1141.76,6.433,189.7,321.72,8.388,137.66,74.75,9.446
200,100,100,no,em,101,100,10,4,1.855,536,70313,0.3,218.11,271.11,9.861,453.58,7325.63,5.143,391.43,3607.13,6.19,308.95,1007,8.517,215.87,280.15,9.693
200,100,100,no,em,101,400,5,2,1.855,536,70313,0.2,186.94,178.88,9.774,447.69,6398.95,5.41,332.78,1601.36,7.567,192.04,234.81,9.295,66.48,22.57,7.045
200,100,100,no,em,101,600,10,2,1.855,536,70313,0.16,201.31,225.34,9.746,452.72,7787.55,4.987,306.25,1103.26,8.157,122.77,129.98,7.722,22.03,7.24,4.072
200,100,100,yes,comb,113,100,5,3,1.855,1843,1322407,0.47,283.51,565.24,9.731,1523.44,153926.43,3.864,1297.48,78685.29,4.588,1045.12,28695.17,6.06,758.46,8346.92,7.948
200,100,100,no,em,101,100,5,2,1.855,536,70313,0.43,133.34,57.21,9.659,457.32,7725.58,5.056,400.14,3941.86,6.072,336.71,1667.23,7.522,248.7,526.23,8.934
200,100,100,no,mm,102,100,5,2,1.855,351,15896,0.26,160.65,116.84,9.644,280.87,2097.9,5.759,228.63,936.98,6.697,181.02,259.46,8.625,137.27,84.86,9.21
200,100,100,no,mm,102,200,7,2,1.855,351,15896,0.21,160.6,121.74,9.558,275.59,2012.25,5.762,219.32,470.85,8.348,164.89,162.76,9.109,109.97,67.35,8.258
200,100,100,no,em,101,100,7,3,1.855,536,70313,0.4,129.18,55.04,9.518,449.16,7355.41,5.084,393.55,3468.91,6.332,323.6,1471.71,7.637,226.7,374.86,9.243
200,100,100,no,em,101,100,7,2,1.855,536,70313,0.47,99.11,10.44,9.469,454.47,8003.77,4.942,402.38,3954.26,6.096,324.24,1448.52,7.701,242.65,579.68,8.462
200,100,100,no,mm,102,100,7,2,1.855,351,15896,0.19,192.06,238.49,9.256,285.51,2207.47,5.718,233.45,989.09,6.677,186.09,237.82,9.038,142.69,113.55,8.914
200,100,100,yes,comb,113,100,5,2,1.855,1843,1322407,0.48,311.71,878.76,9.034,1531.69,174199.97,3.654,1298.79,79821.09,4.56,1042.58,33845.5,5.582,762.93,10789.46,7.098
200,100,100,yes,comb,113,200,10,3,1.855,1843,1322407,0.31,379.51,1422.25,8.941,1522.67,180970.82,3.564,1199.2,59499.34,4.867,786.95,12791.83,6.753,405.14,1949.93,8.348
200,100,100,yes,comb,113,200,10,5,1.855,1843,1322407,0.32,358.2,1260.1,8.904,1518.67,184021.5,3.526,1202.31,62005.63,4.782,799.62,13152.27,6.77,409.22,1882.78,8.548
200,100,100,yes,comb,113,200,10,4,1.855,1843,1322407,0.33,293.51,825.29,8.775,1506.41,180907.98,3.527,1199.65,62842.33,4.74,799.39,13534.57,6.677,402,1998.58,8.205
200,100,100,yes,comb,113,100,10,5,1.855,1843,1322407,0.4,432.8,2346.15,8.21,1525.27,201497.5,3.385,1311.98,97043.93,4.183,1038.91,38953.4,5.195,731.13,10724.42,6.831
200,100,100,no,ee,100,200,7,2,1.855,252,37183,0.28,107.09,66.13,8.136,218.68,1534.88,5.222,188.69,679.21,6.405,139.71,261.64,6.974,90.27,54.83,7.494
200,100,100,no,ee,100,100,10,4,1.855,252,37183,0.28,118.8,96.22,8.102,222.78,1755.08,5.009,195.39,992.88,5.668,150.82,378.41,6.556,105.98,78.46,7.804
200,100,100,yes,comb,113,100,10,4,1.855,1843,1322407,0.44,323.57,1384.98,7.828,1510.02,193727.91,3.417,1294.61,94944.38,4.173,1015.17,35432.2,5.317,718.8,9668.56,7.053
200,100,100,no,ee,100,100,7,2,1.855,252,37183,0.39,93.52,51.19,7.774,222.04,1828.26,4.904,197.23,868.83,6.041,164.95,449.41,6.655,129.25,216.62,6.95
200,100,100,no,ee,100,100,10,2,1.855,252,37183,0.32,112.83,113.71,7.497,218.3,1981.73,4.654,196.1,1112.74,5.42,170.47,535.75,6.415,121.97,193.17,6.871
200,100,100,yes,ll,114,600,5,2,1.855,912,552898,0.21,208.83,682.33,6.996,760.54,56564.85,3.177,499.77,10480.42,4.769,215.69,849.63,6.608,57.03,108.69,4.43
200,100,100,yes,em,111,200,5,2,1.855,930,769509,0.26,320.54,1905.82,6.793,760,89290.41,2.533,602.7,29716.21,3.461,405.54,6480.54,4.887,244.44,1183.2,6.469
200,100,100,yes,em,111,100,7,3,1.855,930,769509,0.37,234.84,976.22,6.748,767.35,90348.74,2.542,646.2,39029.38,3.244,483.43,11112.44,4.489,323.79,2699.41,5.889
200,100,100,yes,ll,114,600,10,2,1.855,912,552898,0.22,190.2,654.94,6.543,751.06,64072.82,2.95,515.62,14280.49,4.239,231.98,1151.95,6.236,63.36,149.55,4.342
200,100,100,yes,em,111,100,5,2,1.855,930,769509,0.37,272.42,1464.65,6.536,770.54,97826.43,2.454,653.72,44160.66,3.088,496.22,16120.76,3.849,369.22,4248.27,5.434
200,100,100,yes,em,111,200,7,2,1.855,930,769509,0.37,151.02,422.61,6.306,765.26,97409.36,2.442,614.12,33997.83,3.301,424.99,6913.81,4.961,250.16,1504.62,5.972
200,100,100,yes,em,111,100,10,3,1.855,930,769509,0.39,197.65,863.34,6.068,752.62,92882.63,2.46,638.66,39114.68,3.203,484.79,13333.39,4.124,324.75,3794.7,5.06
200,100,100,yes,ee,110,200,5,2,1.855,388,286577,0.35,68.51,97.27,5.321,317.15,21785.33,2.133,261.34,7845.31,2.903,187.65,2343.14,3.73,107.22,516.98,4.292
200,100,100,yes,ee,110,100,7,2,1.855,388,286577,0.52,39.2,15.94,5.279,325.33,25190.25,2.037,282.57,12990.78,2.453,225.11,5034.74,3.104,172.02,1796,3.878
200,100,100,yes,ee,110,100,5,2,1.855,388,286577,0.52,48.14,38.66,5.167,322.42,23275.05,2.099,281.26,10701.99,2.684,227.17,4875.59,3.18,166.96,1588.05,3.985
200,100,100,yes,ee,110,100,10,2,1.855,388,286577,0.55,26.84,7.72,4.566,319.5,25194.45,2,280.65,12583.15,2.474,225.58,5687.34,2.934,164.27,1784.78,3.721
200,100,100,yes,mm,112,200,7,2,1.855,524,266320,0.42,29.03,12.38,4.511,403.26,47478.73,1.843,296.94,15146.42,2.389,181.97,4024.8,2.806,95.82,734.68,3.325
300,200,100,no,ll,104,100,7,3,0.369,132,53079,0.4,43.25,20.53,5.415,117.93,3401.98,1.988,106.4,1753.09,2.467,88.2,702.45,3.137,63.39,187.66,4.001
300,200,100,no,ll,104,400,7,2,0.369,132,53079,0.24,44.82,24.68,5.376,120.44,3434.17,2.02,92.86,960.84,2.861,59.02,111.41,4.521,26.57,18.29,3.967
300,200,100,no,comb,103,200,10,2,0.369,260,123399,0.31,76.91,135.66,5.275,226.73,11933.32,2.056,189.76,4891.39,2.662,139.97,1627.2,3.33,83.34,206.11,4.898
300,200,100,no,ll,104,600,7,2,0.369,132,53079,0.21,44.59,29.32,5.187,118.17,3272.15,2.029,88.42,637.34,3.282,47.12,46.48,4.87,14.2,2.69,3.455
300,200,100,no,comb,103,100,10,3,0.369,260,123399,0.41,56.54,64.42,5.141,230.81,11673.89,2.115,198.82,5967.03,2.532,157.02,2527.84,3.03,109.43,634.86,4.011
300,200,100,no,ll,104,400,5,2,0.369,132,53079,0.24,46.52,37.55,5.074,119.13,3453.99,1.993,92.61,894.02,2.948,61.97,115.46,4.653,28.77,15.07,4.345
300,200,100,no,ll,104,100,5,2,0.369,132,53079,0.43,39.14,22.4,4.99,120.37,3873.1,1.905,106.59,1886.94,2.387,90.42,924.64,2.838,72.56,308.31,3.718
300,200,100,no,ll,104,100,7,4,0.369,132,53079,0.45,34.93,14.92,4.947,117.73,3183.45,2.049,106.22,1525.06,2.63,83.1,510.09,3.412,62.17,145.14,4.318
300,200,100,no,ll,104,200,10,3,0.369,132,53079,0.28,50.62,55.43,4.916,118.17,3115.09,2.078,99.73,1308.97,2.657,72.43,440.16,3.199,46.09,48.62,4.736
300,200,100,no,ll,104,200,10,5,0.369,132,53079,0.35,34.36,15.38,4.872,117.58,3165.47,2.052,99,1270.54,2.675,70.98,343.91,3.485,45.04,58.51,4.427
300,200,100,no,ll,104,600,5,2,0.369,132,53079,0.18,53.69,69.34,4.84,118.63,3360.06,2.011,86.8,565.41,3.399,48.38,60.95,4.627,14.59,2.63,3.516
300,200,100,no,ll,104,100,10,3,0.369,132,53079,0.39,46.29,48.52,4.754,118.82,3636.45,1.939,106.57,1843.31,2.413,86.55,768.61,2.96,66.72,206.01,4.04
300,200,100,no,ll,104,100,10,5,0.369,132,53079,0.36,54.39,87.22,4.571,119.42,3585.74,1.962,106.34,1771.2,2.454,86.94,876.21,2.801,64.97,206.88,3.941
300,200,100,no,ll,104,200,10,4,0.369,132,53079,0.33,36.61,27.65,4.567,118.15,3274.91,2.028,100.96,1248.54,2.748,70.49,271.27,3.813,43.83,58.35,4.336
300,200,100,no,ll,104,100,10,4,0.369,132,53079,0.43,36.49,27.98,4.545,120.87,3621.64,1.976,107.07,1860.73,2.414,86.51,880.21,2.782,62.77,303.1,3.282
300,200,100,no,ll,104,600,10,2,0.369,132,53079,0.21,48.7,67.41,4.519,117.66,3517.24,1.952,89.4,889.52,2.857,52.83,89.11,4.435,18.61,10.23,3.466
300,200,100,no,ll,104,400,10,2,0.369,132,53079,0.25,47.23,64.53,4.468,118.44,3550.35,1.955,95.42,1107.21,2.752,61.35,168.59,4.046,30.53,34.36,3.79
300,200,100,no,ll,104,200,10,2,0.369,132,53079,0.27,61.28,134.78,4.377,118.77,3756.29,1.908,101.69,1647.26,2.432,79.13,490.38,3.316,53.25,105.72,4.224
300,200,100,no,em,101,100,7,2,0.369,127,70313,0.47,23.48,10.44,4.032,107.68,8003.77,1.196,95.34,3954.26,1.498,76.82,1448.52,1.967,57.49,579.68,2.278
300,200,100,no,em,101,200,7,2,0.369,127,70313,0.33,29.45,24.73,4,107.52,7582.99,1.226,87.78,2685.77,1.667,63.94,708.1,2.301,36.03,167.57,2.525
300,200,100,no,em,101,200,5,2,0.369,127,70313,0.32,32.26,43.81,3.699,108.19,6939.84,1.289,88.09,2746.61,1.654,65.53,864.97,2.148,36.89,104.54,3.102
300,200,100,no,ee,100,100,10,4,0.369,67,37183,0.41,13.44,0.7,3.574,59.23,1755.08,1.391,51.95,992.88,1.607,40.1,378.41,1.96,28.18,78.46,2.729
300,200,100,no,em,101,100,5,2,0.369,127,70313,0.45,27.9,34.57,3.53,108.36,7725.58,1.224,94.81,3941.86,1.492,79.78,1667.23,1.909,58.93,526.23,2.436
300,200,100,no,em,101,400,5,2,0.369,127,70313,0.27,24.26,24,3.492,106.08,6398.95,1.315,78.85,1601.36,1.924,45.5,234.81,2.718,15.75,22.57,2.545
300,200,100,no,em,101,100,10,3,0.369,127,70313,0.45,18.18,9.82,3.436,107.12,8024.69,1.188,93.47,3982.49,1.464,74.85,1329.76,1.997,54.86,336.67,2.772
300,200,100,no,em,101,100,7,3,0.369,127,70313,0.4,30.61,55.04,3.307,106.42,7355.41,1.232,93.25,3468.91,1.562,76.67,1471.71,1.949,53.71,374.86,2.595
300,200,100,no,ee,100,200,7,2,0.369,67,37183,0.32,21.95,25.47,3.188,58.14,1534.88,1.457,50.17,679.21,1.858,37.14,261.64,2.149,24,54.83,2.703
300,200,100,no,em,101,100,5,3,0.369,127,70313,0.36,41.34,129.89,3.159,108.63,7667.6,1.232,92.88,3442.61,1.562,77.85,1444.73,1.995,57.59,593.51,2.257
300,200,100,no,em,101,200,10,5,0.369,127,70313,0.36,15.14,8.13,3.138,107.64,7678.14,1.22,87.63,2751.09,1.645,59.62,429.83,2.695,28.77,113.17,2.415
300,200,100,no,em,101,100,10,4,0.369,127,70313,0.48,14.71,8.13,3.077,107.47,7325.63,1.247,92.75,3607.13,1.525,73.2,1007,2.227,51.15,280.15,2.81
300,200,100,no,em,101,100,10,2,0.369,127,70313,0.45,18.48,17.77,3.069,109.11,8085.48,1.205,95.15,3681.88,1.548,76.35,1357.12,2.017,52.44,327.11,2.692
300,200,100,no,em,101,200,10,2,0.369,127,70313,0.23,52.11,255.86,2.969,109.05,7899.32,1.219,88.31,2707.35,1.67,60.05,508.28,2.519,28.82,133.99,2.259
300,200,100,no,em,101,200,10,3,0.369,127,70313,0.38,13.57,7.56,2.952,106.94,7197.75,1.251,85.75,2720.7,1.619,62.81,525.91,2.589,29.08,120.11,2.381
300,200,100,no,em,101,200,10,4,0.369,127,70313,0.25,43,172.56,2.929,106.15,7088.09,1.251,84.66,2694.9,1.606,60.84,391.82,2.86,29.46,93.61,2.656
300,200,100,no,em,101,600,10,2,0.369,127,70313,0.16,47.7,225.34,2.887,107.27,7787.55,1.207,72.56,1103.26,2.116,29.09,129.98,2.306,5.22,7.24,1.479
300,200,100,yes,comb,113,100,7,5,0.369,396,1322407,0.47,52.39,278.92,2.878,328.54,161307.71,0.817,282.69,77476.15,1.014,221.9,29222.64,1.293,148.74,7378.91,1.714
300,200,100,no,ee,100,100,10,2,0.369,67,37183,0.43,16.69,17.11,2.871,58.04,1981.73,1.285,52.14,1112.74,1.528,45.32,535.75,1.88,32.43,193.17,2.159
300,200,100,no,ee,100,100,7,2,0.369,67,37183,0.51,11.68,4.93,2.866,59.03,1828.26,1.359,52.44,868.83,1.728,43.86,449.41,1.975,34.36,216.62,2.169
300,200,100,no,em,101,100,10,5,0.369,127,70313,0.33,45.89,220.62,2.811,107.67,8094.09,1.189,94.96,3967.93,1.49,74.18,1186.16,2.089,52.52,298.25,2.804
300,200,100,no,mm,102,100,5,2,0.369,65,15896,0.37,20.06,35.38,2.694,52.01,2097.9,1.122,42.34,936.98,1.353,33.52,259.46,1.959,25.42,84.86,2.421
300,200,100,no,mm,102,100,10,2,0.369,65,15896,0.28,27.41,76.4,2.69,53.44,2363.16,1.087,44.27,1141.76,1.285,35.13,321.72,1.86,25.49,74.75,2.546
300,200,100,yes,comb,113,200,7,3,0.369,396,1322407,0.38,55.38,373.61,2.674,331.77,161829.56,0.824,263.17,57422.92,1.096,179.91,12660.33,1.588,103.25,2169.68,2.166
300,200,100,no,mm,102,200,5,2,0.369,65,15896,0.21,29.93,96.29,2.664,50.55,1943.21,1.132,40.53,454.77,1.821,30.47,121.29,2.473,21.52,66.91,2.289
300,200,100,no,mm,102,200,10,2,0.369,65,15896,0.2,29.44,92.83,2.662,52.1,2165.21,1.106,41.21,860.73,1.372,29.97,104.69,2.583,18.57,52.41,2.204
300,200,100,yes,comb,113,200,10,3,0.369,396,1322407,0.45,14.86,17.55,2.61,327.17,180970.82,0.768,257.67,59499.34,1.054,169.09,12791.83,1.485,87.05,1949.93,1.929
300,200,100,yes,comb,113,100,7,3,0.369,396,1322407,0.48,62.74,526.14,2.585,332.56,166238.5,0.815,281.98,80505.68,0.992,225.03,28752.49,1.322,157.35,7840.26,1.76
300,200,100,no,mm,102,200,7,2,0.369,65,15896,0.32,18.49,35.63,2.513,51.04,2012.25,1.124,40.61,470.85,1.796,30.54,162.76,2.196,20.36,67.35,2.174
300,200,100,yes,comb,113,100,5,3,0.369,396,1322407,0.48,55.97,472,2.436,327.34,153926.43,0.833,278.79,78685.29,0.992,224.56,28695.17,1.32,162.97,8346.92,1.767
300,200,100,no,mm,102,100,7,2,0.369,65,15896,0.42,16.91,35.27,2.341,52.87,2207.47,1.112,43.23,989.09,1.346,34.46,237.82,2.088,26.42,113.55,2.233
300,200,100,yes,ee,110,100,7,2,0.369,110,286577,0.52,10.03,10.39,2.22,92.23,25190.25,0.58,80.11,12990.78,0.701,63.82,5034.74,0.894,48.77,1796,1.135
300,200,100,yes,em,111,100,7,3,0.369,189,769509,0.57,8.25,5.82,2.199,155.94,90348.74,0.518,131.32,39029.38,0.664,98.24,11112.44,0.928,65.8,2699.41,1.251
300,200,100,yes,comb,113,100,5,2,0.369,396,1322407,0.49,60.28,705.56,2.178,329.11,174199.97,0.788,279.07,79821.09,0.986,224.02,33845.5,1.214,163.93,10789.46,1.566
300,200,100,yes,comb,113,200,10,4,0.369,396,1322407,0.33,63.07,825.29,2.116,323.68,180907.98,0.76,257.77,62842.33,1.026,171.76,13534.57,1.467,86.38,1998.58,1.892
300,200,100,yes,comb,113,200,10,5,0.369,396,1322407,0.32,76.96,1260.1,2.105,326.31,184021.5,0.76,258.34,62005.63,1.035,171.81,13152.27,1.488,87.93,1882.78,1.981
300,200,100,yes,ee,110,100,10,2,0.369,110,286577,0.55,7.61,7.72,1.943,90.58,25194.45,0.57,79.57,12583.15,0.707,63.95,5687.34,0.843,46.57,1784.78,1.088
300,200,100,yes,ee,110,100,5,2,0.369,110,286577,0.6,5.76,3.06,1.94,91.41,23275.05,0.598,79.74,10701.99,0.768,64.4,4875.59,0.916,47.33,1588.05,1.17
300,200,100,yes,em,111,200,5,2,0.369,189,769509,0.46,10.43,18.54,1.938,154.45,89290.41,0.516,122.48,29716.21,0.709,82.42,6480.54,1.017,49.68,1183.2,1.415
300,200,100,yes,em,111,100,5,2,0.369,189,769509,0.64,8.6,11.31,1.927,156.59,97826.43,0.5,132.85,44160.66,0.631,100.84,16120.76,0.792,75.04,4248.27,1.141
