m(C1),m(N1),dm,ISR,Flavor,Channel,NTrees,NodeSize,Depth,xSec,nSig,nBkg,BDTopt,nSig(BDTopt),nBkg(BDTopt),sigma(BDTopt),nSig(0),nBkg(0),sigma(0),nSig(0.1),nBkg(0.1),sigma(0.1),nSig(0.2),nBkg(0.2),sigma(0.2),nSig(0.3),nBkg(0.3),sigma(0.3)
200,180,20,no,comb,3,400,5,2,1.851,241,1426657,0.42,2.83,0,1.682,186.12,270728.11,0.358,112.11,76121.45,0.406,51.57,15946.8,0.408,11.98,2063.46,0.263
200,180,20,no,comb,3,100,7,2,1.851,241,1426657,0.64,2.83,0.49,1.553,186.75,301154.57,0.34,157.83,172935.53,0.379,100.13,77157.52,0.36,68.17,31395.37,0.384
200,180,20,no,comb,3,400,7,2,1.851,241,1426657,0.4,2.83,0.49,1.553,180.05,272636.87,0.345,115.22,83405.79,0.399,53.52,16669.98,0.414,9.4,1556.99,0.238
200,180,20,no,comb,3,100,5,2,1.851,241,1426657,0.65,2.07,0,1.439,188.57,282058.84,0.355,149.56,143123.23,0.395,91.82,51354.48,0.405,53.58,18881.71,0.389
200,180,20,no,comb,3,200,5,2,1.851,241,1426657,0.53,2.07,0,1.439,187.99,273656.29,0.359,135.17,110455.9,0.406,70.57,30608.46,0.403,29.65,7523.64,0.341
200,180,20,yes,ll,14,100,7,2,1.851,129,1369289,0.59,1.21,0,1.1,106.46,133842.78,0.291,84.3,51306.41,0.372,62.77,18505.36,0.461,29.41,5772.29,0.386
200,180,20,no,em,1,100,10,2,1.851,115,70313,0.66,1.09,0,1.044,73.34,17050.27,0.56,58.08,8600.3,0.624,30.68,3386.22,0.525,17.74,1055.86,0.541
200,180,20,no,em,1,100,7,2,1.851,115,70313,0.63,1.09,0,1.044,79.07,17645.35,0.594,53.76,8660.61,0.576,29.69,3257.9,0.518,19.37,963.08,0.618
200,180,20,yes,ll,14,200,5,2,1.851,129,1369289,0.44,1.21,0.34,0.972,104.05,107374.84,0.317,73.48,27985.46,0.439,40.55,6360.58,0.507,10.97,1330.76,0.3
200,180,20,no,ll,4,100,10,2,1.851,126,1356344,0.72,0.93,0,0.965,77.79,242037.58,0.158,60.14,112249.75,0.179,46.29,40965.04,0.229,25.95,16357.11,0.203
200,180,20,yes,ll,14,200,10,2,1.851,129,1369289,0.47,1.21,0.87,0.838,104.92,123642.61,0.298,70.84,35033.83,0.378,38.34,8255.79,0.421,9.57,1583.03,0.24
200,180,20,yes,comb,13,600,7,2,1.851,280,2138798,0.15,77.84,8692.84,0.831,228.15,195687.65,0.515,129.5,30075.5,0.745,24.07,1457,0.626,0,4.71,0
200,180,20,yes,comb,13,100,5,2,1.851,280,2138798,0.24,110.34,18746.1,0.804,230.67,224274.78,0.487,187.19,90810.7,0.621,129.67,33275.01,0.709,74.14,9368.84,0.763
200,180,20,yes,comb,13,100,10,4,1.851,280,2138798,0.34,45.13,3230.17,0.789,228.84,211308.38,0.498,199.07,88380.85,0.669,122.62,32074.39,0.683,56.65,6723.78,0.688
200,180,20,yes,ll,14,100,5,2,1.851,129,1369289,0.58,1.81,3.71,0.772,105.62,130351.53,0.292,83.57,49273.72,0.376,62.79,16767.94,0.484,36.85,5540.85,0.493
200,180,20,yes,ll,14,100,10,2,1.851,129,1369289,0.56,1.21,1.29,0.766,103.98,140633.12,0.277,83.1,53909.07,0.358,56.79,16902.66,0.436,30.86,6087.3,0.395
200,180,20,yes,comb,13,200,7,2,1.851,280,2138798,0.23,79.24,10885.77,0.757,228.71,229626.72,0.477,170.12,75859.09,0.617,98.26,18952.37,0.712,28.47,3482.51,0.48
200,180,20,yes,comb,13,100,7,2,1.851,280,2138798,0.21,140.01,37225.06,0.724,238.3,253635.51,0.473,193.48,110004.65,0.583,140.39,39985.04,0.701,75.61,12298.07,0.68
200,180,20,yes,comb,13,100,10,3,1.851,280,2138798,0.19,146.51,41919.99,0.714,236.58,235912.95,0.487,191.6,102032.52,0.599,130.1,36356.82,0.681,66.87,10711.88,0.644
200,180,20,yes,em,11,100,5,2,1.851,150,769509,0.33,24.95,1440.22,0.652,122.02,92646.03,0.401,96.11,37861.84,0.493,56.31,11303.3,0.528,26.43,2540.62,0.522
200,180,20,no,ll,4,200,10,2,1.851,126,1356344,0.57,0.93,1.77,0.566,75.97,236296.04,0.156,57.69,80850.5,0.203,30.92,23944.35,0.2,16.02,6286.27,0.202
200,180,20,no,comb,3,400,10,2,1.851,241,1426657,0.37,5.24,155.69,0.413,161.36,306411.67,0.291,91.92,94890.58,0.298,41.64,19823.6,0.295,13,2791.72,0.245
200,180,20,no,comb,3,600,10,2,1.851,241,1426657,0.34,4.07,115.75,0.372,158.48,305162.66,0.287,81.79,78948.37,0.291,31.98,12985.45,0.28,5.24,714.55,0.195
200,180,20,no,ll,4,100,5,2,1.851,126,1356344,0.24,48.21,23524.63,0.314,83.64,211632.58,0.182,66.94,97119.69,0.215,51.4,37164.72,0.266,29.78,12489.31,0.266
200,180,20,no,ll,4,200,5,2,1.851,126,1356344,0.46,4.29,186.56,0.311,78.81,203235.97,0.175,57.03,67994.32,0.219,31.2,17497.57,0.236,13.81,4333.55,0.209
200,180,20,yes,mm,12,100,5,2,1.851,42,266320,0.13,20.36,6257.57,0.257,34.79,28471.82,0.206,22.44,11080.15,0.213,10.95,2927.2,0.202,2.92,724.47,0.108
200,180,20,no,ll,4,100,7,2,1.851,126,1356344,0.66,2.36,84.95,0.252,81.75,246806.3,0.165,60.33,119943.07,0.174,41.5,42823.77,0.2,23.69,15942.56,0.187
200,180,20,yes,mm,12,100,10,2,1.851,42,266320,0.16,19.25,6820.73,0.233,34.72,29787.29,0.201,23.39,13079.75,0.204,13.39,4146.75,0.208,5.56,1247.5,0.157
200,180,20,no,ll,4,400,10,2,1.851,126,1356344,0.29,13.33,3399.61,0.228,75.57,234258.3,0.156,44.89,52409.63,0.196,19.22,10436.85,0.188,9.88,2604.35,0.193
300,280,20,no,comb,3,400,5,2,0.369,37,1426657,0.42,0.43,0,0.659,28.57,270728.11,0.055,17.21,76121.45,0.062,7.92,15946.8,0.063,1.84,2063.46,0.04
300,280,20,no,comb,3,100,5,2,0.369,37,1426657,0.65,0.32,0,0.564,28.95,282058.84,0.055,22.96,143123.23,0.061,14.1,51354.48,0.062,8.23,18881.71,0.06
300,280,20,no,comb,3,200,5,2,0.369,37,1426657,0.53,0.32,0,0.564,28.86,273656.29,0.055,20.75,110455.9,0.062,10.83,30608.46,0.062,4.55,7523.64,0.052
300,280,20,no,comb,3,400,7,2,0.369,37,1426657,0.43,0.31,0,0.556,27.64,272636.87,0.053,17.69,83405.79,0.061,8.22,16669.98,0.064,1.44,1556.99,0.037
300,280,20,yes,ll,14,100,7,2,0.369,26,1369289,0.59,0.24,0,0.494,21.46,133842.78,0.059,16.99,51306.41,0.075,12.65,18505.36,0.093,5.93,5772.29,0.078
300,280,20,no,em,1,100,10,2,0.369,22,70313,0.66,0.21,0,0.457,14.03,17050.27,0.107,11.11,8600.3,0.12,5.87,3386.22,0.101,3.39,1055.86,0.104
300,280,20,no,em,1,100,7,2,0.369,22,70313,0.63,0.21,0,0.457,15.13,17645.35,0.114,10.28,8660.61,0.11,5.68,3257.9,0.099,3.7,963.08,0.119
300,280,20,no,comb,3,100,7,2,0.369,37,1426657,0.64,0.43,0.49,0.452,28.67,301154.57,0.052,24.23,172935.53,0.058,15.37,77157.52,0.055,10.47,31395.37,0.059
300,280,20,no,ll,4,100,10,2,0.369,14,1356344,0.72,0.1,0,0.322,8.64,242037.58,0.018,6.68,112249.75,0.02,5.14,40965.04,0.025,2.88,16357.11,0.023
300,280,20,yes,ll,14,200,5,2,0.369,26,1369289,0.44,0.24,0.34,0.319,20.97,107374.84,0.064,14.81,27985.46,0.089,8.17,6360.58,0.102,2.21,1330.76,0.061
300,280,20,yes,ll,14,200,10,2,0.369,26,1369289,0.47,0.24,0.87,0.231,21.15,123642.61,0.06,14.28,35033.83,0.076,7.73,8255.79,0.085,1.93,1583.03,0.048
300,280,20,yes,ll,14,100,10,2,0.369,26,1369289,0.56,0.24,1.29,0.197,20.96,140633.12,0.056,16.75,53909.07,0.072,11.45,16902.66,0.088,6.22,6087.3,0.08
300,280,20,yes,comb,13,600,7,2,0.369,63,2138798,0.15,17.51,8692.84,0.188,51.33,195687.65,0.116,29.14,30075.5,0.168,5.42,1457,0.142,0,4.71,0
300,280,20,yes,comb,13,100,5,2,0.369,63,2138798,0.24,24.83,18746.1,0.181,51.9,224274.78,0.11,42.12,90810.7,0.14,29.18,33275.01,0.16,16.68,9368.84,0.172
300,280,20,yes,ll,14,100,5,2,0.369,26,1369289,0.58,0.37,3.71,0.181,21.29,130351.53,0.059,16.84,49273.72,0.076,12.66,16767.94,0.098,7.43,5540.85,0.1
300,280,20,yes,comb,13,100,10,4,0.369,63,2138798,0.34,10.15,3230.17,0.178,51.49,211308.38,0.112,44.79,88380.85,0.151,27.59,32074.39,0.154,12.75,6723.78,0.155
300,280,20,yes,comb,13,200,7,2,0.369,63,2138798,0.23,17.83,10885.77,0.171,51.46,229626.72,0.107,38.28,75859.09,0.139,22.11,18952.37,0.161,6.41,3482.51,0.108
300,280,20,yes,comb,13,100,7,2,0.369,63,2138798,0.21,31.5,37225.06,0.163,53.62,253635.51,0.106,43.53,110004.65,0.131,31.59,39985.04,0.158,17.01,12298.07,0.153
300,280,20,yes,em,11,100,5,2,0.369,37,769509,0.33,6.16,1440.22,0.162,30.1,92646.03,0.099,23.71,37861.84,0.122,13.89,11303.3,0.131,6.52,2540.62,0.129
300,280,20,yes,comb,13,100,10,3,0.369,63,2138798,0.19,32.97,41919.99,0.161,53.23,235912.95,0.11,43.11,102032.52,0.135,29.27,36356.82,0.153,15.04,10711.88,0.145
300,280,20,no,ll,4,200,10,2,0.369,14,1356344,0.57,0.1,1.77,0.075,8.44,236296.04,0.017,6.41,80850.5,0.023,3.44,23944.35,0.022,1.78,6286.27,0.022
300,280,20,no,comb,3,400,10,2,0.369,37,1426657,0.37,0.8,155.69,0.064,24.77,306411.67,0.045,14.11,94890.58,0.046,6.39,19823.6,0.045,2,2791.72,0.038
300,280,20,yes,mm,12,100,5,2,0.369,10,266320,0.13,4.85,6257.57,0.061,8.28,28471.82,0.049,5.34,11080.15,0.051,2.61,2927.2,0.048,0.7,724.47,0.026
300,280,20,no,comb,3,600,10,2,0.369,37,1426657,0.34,0.62,115.75,0.058,24.33,305162.66,0.044,12.56,78948.37,0.045,4.91,12985.45,0.043,0.8,714.55,0.03
300,280,20,yes,mm,12,100,10,2,0.369,10,266320,0.16,4.58,6820.73,0.055,8.27,29787.29,0.048,5.57,13079.75,0.049,3.19,4146.75,0.049,1.32,1247.5,0.037
300,280,20,no,ll,4,100,5,2,0.369,14,1356344,0.24,5.36,23524.63,0.035,9.29,211632.58,0.02,7.44,97119.69,0.024,5.71,37164.72,0.03,3.31,12489.31,0.03
300,280,20,no,ll,4,200,5,2,0.369,14,1356344,0.46,0.48,186.56,0.035,8.76,203235.97,0.019,6.34,67994.32,0.024,3.47,17497.57,0.026,1.53,4333.55,0.023
300,280,20,no,ll,4,100,7,2,0.369,14,1356344,0.66,0.26,84.95,0.028,9.08,246806.3,0.018,6.7,119943.07,0.019,4.61,42823.77,0.022,2.63,15942.56,0.021
300,280,20,no,ll,4,400,10,2,0.369,14,1356344,0.29,1.48,3399.61,0.025,8.4,234258.3,0.017,4.99,52409.63,0.022,2.14,10436.85,0.021,1.1,2604.35,0.022
400,380,20,no,comb,3,400,5,2,0.1098,11,1426657,0.42,0.13,0,0.359,8.5,270728.11,0.016,5.12,76121.45,0.019,2.35,15946.8,0.019,0.55,2063.46,0.012
400,380,20,no,comb,3,100,5,2,0.1098,11,1426657,0.65,0.09,0,0.307,8.61,282058.84,0.016,6.83,143123.23,0.018,4.19,51354.48,0.018,2.45,18881.71,0.018
400,380,20,no,comb,3,200,5,2,0.1098,11,1426657,0.53,0.09,0,0.307,8.58,273656.29,0.016,6.17,110455.9,0.019,3.22,30608.46,0.018,1.35,7523.64,0.016
400,380,20,no,comb,3,400,7,2,0.1098,11,1426657,0.43,0.09,0,0.303,8.22,272636.87,0.016,5.26,83405.79,0.018,2.44,16669.98,0.019,0.43,1556.99,0.011
400,380,20,no,em,1,100,10,2,0.1098,7,70313,0.66,0.07,0,0.258,4.46,17050.27,0.034,3.54,8600.3,0.038,1.87,3386.22,0.032,1.08,1055.86,0.033
400,380,20,no,em,1,100,7,2,0.1098,7,70313,0.63,0.07,0,0.258,4.81,17645.35,0.036,3.27,8660.61,0.035,1.81,3257.9,0.032,1.18,963.08,0.038
400,380,20,yes,ll,14,100,7,2,0.1098,4,1369289,0.59,0.04,0,0.194,3.3,133842.78,0.009,2.61,51306.41,0.012,1.95,18505.36,0.014,0.91,5772.29,0.012
400,380,20,no,ll,4,100,10,2,0.1098,4,1356344,0.72,0.03,0,0.172,2.47,242037.58,0.005,1.91,112249.75,0.006,1.47,40965.04,0.007,0.82,16357.11,0.006
400,380,20,no,comb,3,100,7,2,0.1098,11,1426657,0.64,0.13,0.49,0.164,8.52,301154.57,0.016,7.2,172935.53,0.017,4.57,77157.52,0.016,3.11,31395.37,0.018
400,380,20,yes,ll,14,200,5,2,0.1098,4,1369289,0.44,0.04,0.34,0.061,3.23,107374.84,0.01,2.28,27985.46,0.014,1.26,6360.58,0.016,0.34,1330.76,0.009
400,380,20,yes,ll,14,200,10,2,0.1098,4,1369289,0.47,0.04,0.87,0.039,3.25,123642.61,0.009,2.2,35033.83,0.012,1.19,8255.79,0.013,0.3,1583.03,0.007
400,380,20,yes,ll,14,100,10,2,0.1098,4,1369289,0.56,0.04,1.29,0.033,3.22,140633.12,0.009,2.58,53909.07,0.011,1.76,16902.66,0.014,0.96,6087.3,0.012
400,380,20,yes,comb,13,600,7,2,0.1098,11,2138798,0.15,3.06,8692.84,0.033,8.96,195687.65,0.02,5.09,30075.5,0.029,0.95,1457,0.025,0,4.71,0
400,380,20,yes,comb,13,100,5,2,0.1098,11,2138798,0.24,4.33,18746.1,0.032,9.06,224274.78,0.019,7.35,90810.7,0.024,5.09,33275.01,0.028,2.91,9368.84,0.03
400,380,20,yes,comb,13,100,10,4,0.1098,11,2138798,0.34,1.77,3230.17,0.031,8.99,211308.38,0.02,7.82,88380.85,0.026,4.82,32074.39,0.027,2.23,6723.78,0.027
400,380,20,yes,comb,13,200,7,2,0.1098,11,2138798,0.23,3.11,10885.77,0.03,8.99,229626.72,0.019,6.68,75859.09,0.024,3.86,18952.37,0.028,1.12,3482.51,0.019
400,380,20,yes,ll,14,100,5,2,0.1098,4,1369289,0.58,0.06,3.71,0.029,3.27,130351.53,0.009,2.59,49273.72,0.012,1.95,16767.94,0.015,1.14,5540.85,0.015
400,380,20,yes,comb,13,100,7,2,0.1098,11,2138798,0.21,5.5,37225.06,0.029,9.36,253635.51,0.019,7.6,110004.65,0.023,5.52,39985.04,0.028,2.97,12298.07,0.027
400,380,20,yes,comb,13,100,10,3,0.1098,11,2138798,0.19,5.76,41919.99,0.028,9.29,235912.95,0.019,7.53,102032.52,0.024,5.11,36356.82,0.027,2.63,10711.88,0.025
400,380,20,yes,em,11,100,5,2,0.1098,6,769509,0.33,1,1440.22,0.026,4.88,92646.03,0.016,3.84,37861.84,0.02,2.25,11303.3,0.021,1.06,2540.62,0.021
400,380,20,no,ll,4,200,10,2,0.1098,4,1356344,0.57,0.03,1.77,0.022,2.41,236296.04,0.005,1.83,80850.5,0.006,0.98,23944.35,0.006,0.51,6286.27,0.006
400,380,20,no,comb,3,400,10,2,0.1098,11,1426657,0.37,0.24,155.69,0.019,7.36,306411.67,0.013,4.2,94890.58,0.014,1.9,19823.6,0.013,0.59,2791.72,0.011
400,380,20,no,comb,3,600,10,2,0.1098,11,1426657,0.34,0.19,115.75,0.017,7.23,305162.66,0.013,3.73,78948.37,0.013,1.46,12985.45,0.013,0.24,714.55,0.009
400,380,20,yes,mm,12,100,5,2,0.1098,2,266320,0.13,0.97,6257.57,0.012,1.66,28471.82,0.01,1.07,11080.15,0.01,0.52,2927.2,0.01,0.14,724.47,0.005
400,380,20,yes,mm,12,100,10,2,0.1098,2,266320,0.16,0.92,6820.73,0.011,1.65,29787.29,0.01,1.11,13079.75,0.01,0.64,4146.75,0.01,0.26,1247.5,0.007
400,380,20,no,ll,4,100,5,2,0.1098,4,1356344,0.24,1.53,23524.63,0.01,2.66,211632.58,0.006,2.12,97119.69,0.007,1.63,37164.72,0.008,0.95,12489.31,0.008
400,380,20,no,ll,4,200,5,2,0.1098,4,1356344,0.46,0.14,186.56,0.01,2.5,203235.97,0.006,1.81,67994.32,0.007,0.99,17497.57,0.007,0.44,4333.55,0.007
400,380,20,no,ll,4,100,7,2,0.1098,4,1356344,0.66,0.07,84.95,0.008,2.6,246806.3,0.005,1.92,119943.07,0.006,1.32,42823.77,0.006,0.75,15942.56,0.006
400,380,20,no,ll,4,400,10,2,0.1098,4,1356344,0.29,0.42,3399.61,0.007,2.4,234258.3,0.005,1.42,52409.63,0.006,0.61,10436.85,0.006,0.31,2604.35,0.006
500,480,20,no,comb,3,400,5,2,0.0404,3,1426657,0.42,0.04,0,0.188,2.32,270728.11,0.004,1.4,76121.45,0.005,0.64,15946.8,0.005,0.15,2063.46,0.003
500,480,20,yes,ll,14,100,7,2,0.0404,3,1369289,0.59,0.03,0,0.168,2.48,133842.78,0.007,1.96,51306.41,0.009,1.46,18505.36,0.011,0.68,5772.29,0.009
500,480,20,no,comb,3,100,5,2,0.0404,3,1426657,0.65,0.03,0,0.161,2.35,282058.84,0.004,1.86,143123.23,0.005,1.14,51354.48,0.005,0.67,18881.71,0.005
500,480,20,no,comb,3,200,5,2,0.0404,3,1426657,0.53,0.03,0,0.161,2.34,273656.29,0.004,1.68,110455.9,0.005,0.88,30608.46,0.005,0.37,7523.64,0.004
500,480,20,no,comb,3,400,7,2,0.0404,3,1426657,0.43,0.03,0,0.158,2.24,272636.87,0.004,1.43,83405.79,0.005,0.67,16669.98,0.005,0.12,1556.99,0.003
500,480,20,no,em,1,100,10,2,0.0404,1,70313,0.66,0.01,0,0.097,0.64,17050.27,0.005,0.51,8600.3,0.005,0.27,3386.22,0.005,0.15,1055.86,0.005
500,480,20,no,em,1,100,7,2,0.0404,1,70313,0.63,0.01,0,0.097,0.69,17645.35,0.005,0.47,8660.61,0.005,0.26,3257.9,0.005,0.17,963.08,0.005
500,480,20,no,ll,4,100,10,2,0.0404,1,1356344,0.72,0.01,0,0.086,0.62,242037.58,0.001,0.48,112249.75,0.001,0.37,40965.04,0.002,0.21,16357.11,0.002
500,480,20,no,comb,3,100,7,2,0.0404,3,1426657,0.64,0.04,0.49,0.049,2.32,301154.57,0.004,1.96,172935.53,0.005,1.25,77157.52,0.004,0.85,31395.37,0.005
500,480,20,yes,ll,14,200,5,2,0.0404,3,1369289,0.44,0.03,0.34,0.046,2.42,107374.84,0.007,1.71,27985.46,0.01,0.94,6360.58,0.012,0.26,1330.76,0.007
500,480,20,yes,ll,14,200,10,2,0.0404,3,1369289,0.47,0.03,0.87,0.03,2.44,123642.61,0.007,1.65,35033.83,0.009,0.89,8255.79,0.01,0.22,1583.03,0.006
500,480,20,yes,ll,14,100,10,2,0.0404,3,1369289,0.56,0.03,1.29,0.025,2.42,140633.12,0.006,1.93,53909.07,0.008,1.32,16902.66,0.01,0.72,6087.3,0.009
500,480,20,yes,ll,14,100,5,2,0.0404,3,1369289,0.58,0.04,3.71,0.022,2.46,130351.53,0.007,1.94,49273.72,0.009,1.46,16767.94,0.011,0.86,5540.85,0.012
500,480,20,yes,comb,13,600,7,2,0.0404,5,2138798,0.15,1.39,8692.84,0.015,4.07,195687.65,0.009,2.31,30075.5,0.013,0.43,1457,0.011,0,4.71,0
500,480,20,yes,comb,13,100,10,4,0.0404,5,2138798,0.34,0.81,3230.17,0.014,4.09,211308.38,0.009,3.55,88380.85,0.012,2.19,32074.39,0.012,1.01,6723.78,0.012
500,480,20,yes,comb,13,100,5,2,0.0404,5,2138798,0.24,1.97,18746.1,0.014,4.12,224274.78,0.009,3.34,90810.7,0.011,2.32,33275.01,0.013,1.32,9368.84,0.014
500,480,20,yes,comb,13,200,7,2,0.0404,5,2138798,0.23,1.41,10885.77,0.014,4.08,229626.72,0.009,3.04,75859.09,0.011,1.75,18952.37,0.013,0.51,3482.51,0.009
500,480,20,yes,comb,13,100,10,3,0.0404,5,2138798,0.19,2.62,41919.99,0.013,4.22,235912.95,0.009,3.42,102032.52,0.011,2.32,36356.82,0.012,1.19,10711.88,0.012
500,480,20,yes,comb,13,100,7,2,0.0404,5,2138798,0.21,2.5,37225.06,0.013,4.26,253635.51,0.008,3.45,110004.65,0.01,2.51,39985.04,0.013,1.35,12298.07,0.012
500,480,20,yes,em,11,100,5,2,0.0404,2,769509,0.33,0.33,1440.22,0.009,1.63,92646.03,0.005,1.28,37861.84,0.007,0.75,11303.3,0.007,0.35,2540.62,0.007
500,480,20,yes,mm,12,100,10,2,0.0404,1,266320,0.16,0.46,6820.73,0.006,0.83,29787.29,0.005,0.56,13079.75,0.005,0.32,4146.75,0.005,0.13,1247.5,0.004
500,480,20,yes,mm,12,100,5,2,0.0404,1,266320,0.13,0.48,6257.57,0.006,0.83,28471.82,0.005,0.53,11080.15,0.005,0.26,2927.2,0.005,0.07,724.47,0.003
500,480,20,no,ll,4,200,10,2,0.0404,1,1356344,0.57,0.01,1.77,0.006,0.6,236296.04,0.001,0.46,80850.5,0.002,0.25,23944.35,0.002,0.13,6286.27,0.002
500,480,20,no,comb,3,400,10,2,0.0404,3,1426657,0.37,0.07,155.69,0.005,2.01,306411.67,0.004,1.14,94890.58,0.004,0.52,19823.6,0.004,0.16,2791.72,0.003
500,480,20,no,comb,3,600,10,2,0.0404,3,1426657,0.34,0.05,115.75,0.005,1.97,305162.66,0.004,1.02,78948.37,0.004,0.4,12985.45,0.003,0.07,714.55,0.002
500,480,20,no,ll,4,100,5,2,0.0404,1,1356344,0.24,0.38,23524.63,0.002,0.66,211632.58,0.001,0.53,97119.69,0.002,0.41,37164.72,0.002,0.24,12489.31,0.002
500,480,20,no,ll,4,100,7,2,0.0404,1,1356344,0.66,0.02,84.95,0.002,0.65,246806.3,0.001,0.48,119943.07,0.001,0.33,42823.77,0.002,0.19,15942.56,0.001
500,480,20,no,ll,4,200,5,2,0.0404,1,1356344,0.46,0.03,186.56,0.002,0.63,203235.97,0.001,0.45,67994.32,0.002,0.25,17497.57,0.002,0.11,4333.55,0.002
500,480,20,no,ll,4,400,10,2,0.0404,1,1356344,0.29,0.11,3399.61,0.002,0.6,234258.3,0.001,0.36,52409.63,0.002,0.15,10436.85,0.001,0.08,2604.35,0.002
600,580,20,no,comb,3,400,5,2,0.01707,1,1426657,0.42,0.01,0,0.108,0.77,270728.11,0.001,0.47,76121.45,0.002,0.21,15946.8,0.002,0.05,2063.46,0.001
600,580,20,no,comb,3,100,5,2,0.01707,1,1426657,0.65,0.01,0,0.093,0.78,282058.84,0.001,0.62,143123.23,0.002,0.38,51354.48,0.002,0.22,18881.71,0.002
600,580,20,no,comb,3,200,5,2,0.01707,1,1426657,0.53,0.01,0,0.093,0.78,273656.29,0.001,0.56,110455.9,0.002,0.29,30608.46,0.002,0.12,7523.64,0.001
600,580,20,no,comb,3,400,7,2,0.01707,1,1426657,0.43,0.01,0,0.091,0.75,272636.87,0.001,0.48,83405.79,0.002,0.22,16669.98,0.002,0.04,1556.99,0.001
600,580,20,no,comb,3,100,7,2,0.01707,1,1426657,0.64,0.01,0.49,0.017,0.77,301154.57,0.001,0.65,172935.53,0.002,0.42,77157.52,0.001,0.28,31395.37,0.002
600,580,20,yes,comb,13,100,10,3,0.01707,1,2138798,0.19,0.52,41919.99,0.003,0.84,235912.95,0.002,0.68,102032.52,0.002,0.46,36356.82,0.002,0.24,10711.88,0.002
600,580,20,yes,comb,13,100,10,4,0.01707,1,2138798,0.34,0.16,3230.17,0.003,0.82,211308.38,0.002,0.71,88380.85,0.002,0.44,32074.39,0.002,0.2,6723.78,0.002
600,580,20,yes,comb,13,100,5,2,0.01707,1,2138798,0.24,0.39,18746.1,0.003,0.82,224274.78,0.002,0.67,90810.7,0.002,0.46,33275.01,0.003,0.26,9368.84,0.003
600,580,20,yes,comb,13,100,7,2,0.01707,1,2138798,0.21,0.5,37225.06,0.003,0.85,253635.51,0.002,0.69,110004.65,0.002,0.5,39985.04,0.003,0.27,12298.07,0.002
600,580,20,yes,comb,13,200,7,2,0.01707,1,2138798,0.23,0.28,10885.77,0.003,0.82,229626.72,0.002,0.61,75859.09,0.002,0.35,18952.37,0.003,0.1,3482.51,0.002
600,580,20,yes,comb,13,600,7,2,0.01707,1,2138798,0.15,0.28,8692.84,0.003,0.81,195687.65,0.002,0.46,30075.5,0.003,0.09,1457,0.002,0,4.71,0
600,580,20,no,comb,3,400,10,2,0.01707,1,1426657,0.37,0.02,155.69,0.002,0.67,306411.67,0.001,0.38,94890.58,0.001,0.17,19823.6,0.001,0.05,2791.72,0.001
600,580,20,no,comb,3,600,10,2,0.01707,1,1426657,0.34,0.02,115.75,0.002,0.66,305162.66,0.001,0.34,78948.37,0.001,0.13,12985.45,0.001,0.02,714.55,0.001
200,150,50,no,em,1,200,7,2,1.851,379,70313,0.17,129.44,2457.03,2.545,281.1,16968.78,2.14,203.14,7732.06,2.28,99.87,1858.57,2.257,20.68,267.42,1.219
200,150,50,no,em,1,100,10,2,1.851,379,70313,0.16,197.17,6253.61,2.455,285,17941.17,2.111,229.16,10054.03,2.26,159.15,4444.4,2.346,82.18,1412.64,2.126
200,150,50,no,em,1,200,10,2,1.851,379,70313,0.12,187.34,5794.59,2.422,283.69,17195.08,2.146,208.41,8013.29,2.298,113.45,2220.57,2.348,28.63,466.36,1.287
200,150,50,no,em,1,100,7,2,1.851,379,70313,0.23,145.52,3540.94,2.397,283.17,19185.45,2.029,236.63,10133.48,2.324,159.93,5197.57,2.185,87,1460.18,2.212
200,150,50,no,em,1,100,10,3,1.851,379,70313,0.18,163.06,4919.45,2.287,285.97,17088.54,2.169,210.29,9237.54,2.163,147.48,4286.85,2.215,68.28,1573.02,1.685
200,150,50,no,ll,4,400,5,2,1.851,284,1356344,0.41,5.9,1.85,2.118,240.55,153644.84,0.613,186.45,51036.31,0.824,106.3,11755.23,0.976,44.18,2318.62,0.909
200,150,50,no,ll,4,200,5,2,1.851,284,1356344,0.53,5.55,2.24,1.989,240.7,156286.65,0.608,199.84,66239.34,0.775,145.56,23122.83,0.954,76.09,5874.12,0.986
200,150,50,yes,em,11,200,5,2,1.851,454,769509,0.39,17.35,62.73,1.939,356.37,141169.13,0.947,248.13,44100.33,1.178,133.45,10855.75,1.273,44.99,1750.26,1.062
200,150,50,no,ll,4,600,5,2,1.851,284,1356344,0.36,5.55,2.81,1.92,240.36,152170.8,0.616,175.54,39869.22,0.877,83.82,7092.95,0.989,19.84,287.09,1.132
200,150,50,yes,comb,13,100,5,3,1.851,873,2138798,0.25,362.71,40515.94,1.794,720.16,311972.13,1.288,589.98,158043.57,1.481,448.17,70779.59,1.679,272.97,25601.59,1.697
200,150,50,no,comb,3,400,5,3,1.851,664,1426657,0.14,285.08,25214.61,1.785,561.94,169927.21,1.361,367.8,50583.34,1.629,137.25,7548.23,1.566,9.04,213.48,0.606
200,150,50,no,comb,3,100,7,5,1.851,664,1426657,0.33,216.6,14590.53,1.78,569.34,195438.49,1.286,488.69,110020.2,1.47,379.76,51399.74,1.669,243.59,20257.96,1.701
200,150,50,no,comb,3,200,5,3,1.851,664,1426657,0.22,235.82,17556.98,1.768,566.48,178794.07,1.338,446.71,79383.21,1.581,265.61,24317.6,1.694,106.3,5030.22,1.483
